cid,corpname,corpurl,address,category,PR,web,gyoshu,jigyou,torikumi
368,邦栄メンテナンス株式会社,company_info.html?id=417,横浜市旭区下川井町２２２３番地,サービス,,http://www.houei-m.co.jp,サービス,邦栄メンテナンス株式会社は、排水施設の清掃、特に下水道や 調整池等を特殊車輌を使って清掃管理 します。下水道等に関しては、横浜市より委託され、30年以上に亘って市内全域の下水道等の維持管理を目的とした清掃を、当社が加入している横浜市下水道管理協同組合（平成25年１月現在、19社）で、全て請負っています。,
369,北友建設株式会社,company_info.html?id=110,横浜市港北区菊名1-17-7,建設,,http://hokuyuukensetu.com/index.htm,建設,鉄筋コンクリート造・鉄骨造・木造建築等各種建築工事・店舗工事設計施工 リニューアル内外装工事・耐震補強工事・土木外構工事・宅地造成工事 高齢者・要介護者住宅のコンサルタント等,
370,北海工業株式会社,company_info.html?id=148,横浜市旭区都岡町44－11,建設,,http://www.k-hokkai.co.jp,建設,一般土木、道路（改修、舗装等）、上水道、下水道、河川、造園、電気など 皆様の生活に深く関係した公共事業、インフラ整備事業、防災事業を頑張っています。,
371,堀江造園株式会社,company_info.html?id=244,横浜市瀬谷区阿久和南1-21-4,造園,,http://www.horiezoen.com,造園,個人邸管理、造園工事等,
372,株式会社本多組,company_info.html?id=272,横浜市港北区新吉田町25,建設,,,建設,土木工事業.とび・土工工事業.舗装工事業.鋼構造物工事業,
373,株式会社本田工務店,company_info.html?id=111,横浜市南区別所5-21-10,建設,お住いのことなら新築、増改築、リフォーム、修理など何でもご相談下さい。,http://www.honda300year.co.jp,建設,建築工事 外構エクステリア,高齢者対応の製品、住宅改修を行っています。
374,株式会社ホープ,company_info.html?id=418,横浜市緑区白山1-12-3,製造,(1)ものづくり事業    横浜市内を中心に、地域に密着した事業展開 大手電機メーカー様の協力会社と   して、長年培ってきた特徴ある請負ノウハウの提供 (2)システム開発事業    組込みソフトウェア開発・ハードウェア開発・ソフトウェア評価業務の請負業務 (3)派遣事業    横浜市内を中心に、地域に密着した事業展開 社内で教育訓練した、ものづくり   技能を持つスタッフを中心に人財の派遣・紹介,http://www.hope-dk.co.jp,製造,『ものづくり事業』・『システム開発事業』・『派遣事業』 ・『人材紹介事業』を通じ、地域並びに社会が必要とするサービスを提供しています。,(1) 横浜市内の企業様を中心に地域に密着した事業活動を展開しています。 (2) ISO9001(品質)・ISO27001(情報セキュリティ)認証会社として継続的に   取り組んでいます。 (3) 横浜市内の高校生・進路担当に『就職支援BOOK』を無償で提供しています。 (4) 社会的責任として、地域社会に貢献した地域清掃や地域行事への支援を積極的に   展開しています。 
375,株式会社マインズクリエイト,company_info.html?id=245,横浜市西区南幸2-11-1 横浜エムエス7階,不動産,株式会社マインズクリエイトは心と心のつながりを何よりも大切にし、新しい住まいと暮らしの創造を、誠意と真心を持って皆様へお届けし、さらに社会貢献になれるよう努力してまいります。,http://www.oheya-sagasu.com,不動産,株式会社マインズクリエイトは港町横浜で賃貸仲介を核としてスタートし、お客様の信頼を得る為に一貫して「地域密着」をモットーに、常に「ターミナルにある地場業者」を目指してまいりました。現在では不動産賃貸市場の様々なニーズに答える為、管理業務、リフォーム・リノベーション業務、そして不動コンサルティング業務と幅広いサポート業務を展開しております。,昨今、不動産の基礎といわれる賃貸市場は日々めまぐるしいスピードで変化を遂げています。私たちマインズクリエイトは、その変化に迅速かつ適正に対応できるように常に業務の充実、改善、改革に取り組み、明日へと前進しております。
376,株式会社松栄建設,company_info.html?id=212,横浜市磯子区岡村5-19-10,建設,,,建設,一般土木工事・舗装工事・下水道工事・造園工事,
377,株式会社松尾工務店,company_info.html?id=179,横浜市鶴見区鶴見中央4-38-35,建設,●マツオは永遠の品質保証を届けます 永遠の品質保証という精神は建設物だけでなく、社員の人生にも責任を持ちます  週休二日制の完全実施、女性が活躍できる職場環境整備等、見直し&見える化を図っています ●一番大切なのは人材 家族も大切に BBQ大会、地引網大会、ボーリング大会等、季節毎のイベントが盛沢山 ●マツオスピリット 地域社会への貢献というマツオスピリットを受継ぎ、横浜・東京を中心に幅広く事業を展開 ,http://www.matsuo-komuten.co.jp,建設,●建築・土木工事の設計施工・監理業務  マンション、医療・福祉施設、工場、庁舎、学校、リフォーム、戸建住宅、造成、道路整備、 市街地開発 ●環境事業  メガソーラー発電事業を展開中  環境事業を通じて得た技術で環境にやさしい”エコ”な建物を提供 ●マンション・戸建分譲  自社ブランド「シェフルール」シリーズでの分譲及び等価交換事業,
378,株式会社松本産業,company_info.html?id=419,横浜市南区南太田一丁目16番25号,その他,,,その他,公共の公園や道路の清掃 建築物改築・修繕 産業廃棄物の収集運搬,
379,馬淵建設株式会社,company_info.html?id=246,横浜市南区花之木町2-26,建設, 私たち馬淵建設は創業110年、横浜に本社を構え、建築・土木事業のほか、ビル・マンションの改築・修繕・建替といったリニューアル事業、地域に密着した土地活用のご提案を行う総合建設企業です。   明治42年の創業以来、「世のため、人のため」をモットーとした創業者のスピリット「誠実・技術・奉仕」を受け継ぎ、事業を展開しています。,https://www.mzec.co.jp,建設,【建設事業】 ・建築 ・土木 ・リニューアル 【不動産事業】 ・不動産賃貸 ・不動産仲介 ・発電,馬淵建設は地域に根差した企業として以下をはじめ地域貢献に積極的に取組んでいます。 ・職業体験学習・インターンシップ・現場見学会を実施(横浜の学校を主に対象) ・ボランティア・サポート・プログラム(国道16号線横須賀本店周囲清掃の実施) ・横浜市南区を対象に青色防犯パトロール(横浜建設業協会に協力) ・神奈川県SDGs取組団体への寄附(はまぎんSDGs私募債を通じて) 他
380,丸子電気工事株式会社,company_info.html?id=180,横浜市青葉区しらとり台34番13,建設,,http://www.marukodenki.co.jp,建設,電気設備工事,
381,丸忠建工株式会社,company_info.html?id=85,横浜市鶴見区駒岡2-13-7,産業廃棄物処理,「お客様から信頼され、元気で品格のある企業を目指す」  丸忠建工株式会社は路面切削工事業と産業廃棄物処理業を行っています  新しいものを作るのではなく  『既存の道路やリサイクル等の修正・修復・修理』  一言でいうと「Re」に関することに携わっている会社です。,http://www.maruchu-k.com,産業廃棄物処理,産業廃棄物収集運搬 産業廃棄物処理 総合解体 土木工事/路面切削工事 /公共工事(一般道路・高速道路)民間工事(工場内等) 車道清掃 舗装工事 貨物自動車運送事業 貨物運送取扱事業 前各号附帯する一切の業務,・産業廃棄物部門 丸忠建工の行う作業は、お客様からお預かりした産業廃棄物を処理場で重機・手作業・分別機にて其々に分別し、破砕又は圧縮にて可能な限りリサイクルにまわせるよう取り組んでおります。  ・切削部門 自社にて切削機を所有し、低価格で高度な技術と環境に配慮した施工、 常に最善の方法で道路の延命・修繕を行っています。 皆様が使っている道路の「今」を守る大切な取り組みです。 
382,有限会社マルニ商店,company_info.html?id=17,横浜市西区浅間町3-174-1,産業廃棄物処理,,http://www.marunishoten.co.jp/index.html,産業廃棄物処理,ガラスびん、古紙等の循環資源物のリサイクル事業を行っています。また、リサイクルに関する啓発事業を積極的に行っています。近年では、ガラスびん入り地サイダーの販売を通じて、売価を地域の子どもたちに還元する「hands to handsプロジェクト」を横浜市内で展開、リサイクル事業を通じて社会に貢献する企業、ソーシャルリサイクリングカンパニーを目指しています。,ガラスびん入り地サイダーの販売を通じて、売価を地域の子どもたちに還元する「hands to handsプロジェクト」を横浜市内で展開しています。2019年度には、市内小学校3校とともに活動を行いました。
383,株式会社マルビ,company_info.html?id=97,横浜市鶴見区東寺尾2-5-23,建設,,http://www.marubi.co.jp,建設,舗装工事と運送業を行っております。,大雪時には地元住民の生活道路確保する為、除雪作業を行っております。
384,株式会社丸舗建設,company_info.html?id=181,横浜市神奈川区羽沢町1222,建設,住宅の外構工事や駐車場などの小さい工事から、大規模開発工事や横浜市発注の土木工事・舗装工事なと社会的にも意義のある工事を手掛けております。,http://maruhokensetsu.co.jp,建設,神奈川区・保土ヶ谷区を拠点に、横浜市内の土木全般にわたる工事を手掛けております。 官公庁関係の工事が6割、民間工事が4割となっており、 その内訳は金額にして数万から数億円単位まで、幅広く手掛けております。,横浜駅前共同溝及び桜木町共同溝口径1350ｍｍ送水管管受台補修工事、鶴見区芦穂橋ほか１か所舗装補修工事、市道片倉六角橋線（神大寺地区）歩道設置工事(その8）、大倉山宅地造成工事
385,株式会社マルム商会,company_info.html?id=448,横浜市西区戸部本町13-11,サービス,当社は、建物総合管理業を指向し、昭和53年に、この横浜の地において創業、以来、いかにお客様のご要望にお応え出来るかを念頭におき、建物を利用される方々に対する環境衛生面にも充分心がけて参りました。今後も、その基本を忘れずに全てのステークホルダーの皆様に喜んでいただける業務を推進し、地域社会の一員として倫理的行動規範及び地域志向CSRマネジメント方針に基づき、地域への社会的責任を果たして参ります。,http://www.marumu.com/index.html,サービス,当社は本年(令和元年8月)創業41年を迎え、建物総合管理業を指向し、建物全般の清掃管理業務、設備管理業務、環境管理業務、保安・サービス業務、マンション管理業務等を行っています。また、平成29年には一般建設業登録(電気工事)を取得し、LED照明器具の新設・既設交換工事、その他電気機械設備の施工等も行い、トータル的なサービスで多くのお客様より信頼をいただいております。,CSRの取組は、☆地域活動(1)月1回の本社周辺における路上清掃、(2)年1回の市内特別支援高等学校生徒さんの職業訓練(清掃)の受入れ、(3)エコキャップ推進協会へのキャップの提供、☆社内活動(1)年6回従業員への産業医便りを配布し健康啓発運動、(2)よこはまウオーキングポイントに事業所として参加、☆社外活動(1)年1回のCSR活動レポートを顧客・協力会社に送付し、当社CSRの取組に理解をいただいております。
386,株式会社ミカワ精機,company_info.html?id=449,横浜市都筑区大熊町65-10,製造,,http://www.kkmikawa.co.jp,製造,精密機械部品及び機械工具部品の製造及び加工並びに販売業,
387,株式会社三木組,company_info.html?id=247,横浜市神奈川区青木町7-16,建設,,http://www.mikigumi.co.jp,建設,建築物及び土木構造物の設計及び施工,
388,三沢電機株式会社,company_info.html?id=508,横浜市西区戸部町4-158,電気工事・ガス,,,電気工事・ガス,建設業(総合設備業(電気・空調・給排水)),
389,株式会社水谷電機製作所,company_info.html?id=112,横浜市青葉区上谷本町89-6,製造,弊社は配電盤類の設計・製造・改修はもとより、調査・技術サポート・メンテナンスまで、配電盤類に関するすべてをトータルで問題解決いたします。,https://www.mizutani-ew.co.jp,製造,高圧受電設備・制御盤・分電盤等の設計・製作  (公共建築協会殿の評価書を受領しています) 既存盤のリニューアル・改修工事  (建設業許可:神奈川県知事 般-089037),
390,株式会社水村建設,company_info.html?id=490,横浜市旭区市沢町337-19,,,,,,
391,株式会社三橋緑化興業,company_info.html?id=343,横浜市青葉区あざみ野1-4-3,造園,,http://mitsuhashiryokka.wix.com/zouen,造園,造園建設業として公園の整備や改修工事等を行っております。 また、お庭の手入れからマンション等の植栽管理、工場や学校のグラウンド整備、ネットフェンスの施設や石積み等の修景施設、各種舗装や植栽工事なども行なっております。,
392,三菱重工環境・化学エンジニアリング株式会社,company_info.html?id=273,横浜市西区みなとみらい4-4-2　横浜ブルーアベニュー,製造,,https://www.mhiec.co.jp,製造,大気汚染防止装置、水質汚濁防止装置、廃棄物等の処理装置、熱回収装置、汚泥処理装置、汚泥再生処理装置、リサイクル関連機器、ごみ真空輸送装置、ごみ中継施設、破砕機、脱水機、海洋生物付着防止装置、バイオマス燃料化装置、各種環境負荷低減システムおよび装置、ならびにそれら関連装置の計画・開発・コンサルティング・設計・製造・建設・据付・販売およびアフターサービス,
393,三菱電機株式会社 神奈川支社,company_info.html?id=301,横浜市西区みなとみらい2-2-1 横浜ランドマークタワー18F,製造,,http://www.mitsubishielectric.co.jp/business/area/kanagawa,製造,各種電気機械器具の製造・販売 等,
394,株式会社港薬品造園,company_info.html?id=432,横浜市泉区岡津町1050,造園,,http://www.minato-y.com,造園,造園・土木・舗装何でも出来ます！幼稚園の遊具や修理、今迄多くのマンション植物管理や外構工事、工場の舗装工事、コンビニ、店舗、学校、病院など手がけてきました。  特徴としてはバリアフリーに関わる施工方法としてセルフレベリング【床下地調整材】の技術があります。 地域貢献として年1回～2回地元の中学生を迎え体験学習を受け入れしております。 ,
395,株式会社ミナミ技研,company_info.html?id=433,横浜市都筑区東方町347-2,製造,,http://www.minamigiken.jp,製造,,
396,株式会社南組,company_info.html?id=248,横浜市保土ケ谷区仏向町1606-40,建設,CSRを確実に果たしていくため、安全を第一に考え、質の高い施工とコンプライアンスの徹底を基本に、お客様、従業員、地域社会、取組先などから期待・要望に適切、誠実に応えていくことを通じ、自ら社会の一員として良識を持ち、以下の活動に取組、継続的に見直し・改善を図ります。,http://minami-gumi.co.jp,建設,土木工事業、とび・土工工事業、舗装工事業、水道施設工事業,近隣花壇、ゴミ捨て場への清掃活動 小学校及び近隣坂道の除雪作業 
397,南設備工業株式会社,company_info.html?id=450,横浜市南区庚台72番地1,建設,,http://minamisetsubikougyou.co.jp,建設,給排水衛生給湯設備工事の請負並びに施工 空調設備工事の請負並びに施工 消火設備工事の請負並びに施工 それぞれに付帯する一切の業務,
398,有限会社峯岸工務店,company_info.html?id=50,横浜市磯子区杉田４－７－３３,建設,コンプライアンスを遵守し、利害関係者(社員・顧客・地域住民)と地域社会への貢献を目指している。,https://minegishi-koumuten.jp/,建設,水道施設業・管工事業・土木工事業・舗装工事業,地球温暖化対策として環境省が推奨しているエコアクション21を取り組んでいる。
399,宮内建設株式会社,company_info.html?id=149,横浜市緑区鴨居4-63-5,建設,出来ることを一つずつをモットーに様々な地域貢献活動に取り組んでいる会社です。,http://miyauchi-construction.com,建設,公共土木工事、舗装工事、水道施設工事、解体工事、建築工事の施工管理。,・職場見学会の実施(小学校、中学校、高等学校及び近隣住民) ・災害復旧活動(雪害対策、倒木除去、大規模停電時に携帯電話充電施設の設置など) ・書籍寄贈(小、中学校) ・車椅子寄贈(福祉団体) ・異業種企業とコラボレーショ取組 
400,宮本土木株式会社,company_info.html?id=182,横浜市磯子区田中2-21-19,建設,宮本土木株式会社は、土木建設工事を通じて、次の世代に残る豊かな街づくりに貢献し、地域の発展をまざします。,http://www.miyamoto-d.co.jp,建設,土木・建築に関する建設工事の企画、設計、施工、監理等請負及び委託業務,・道志水源林整備活動への協賛及び、従業員が会員としてボランティア活動に参加。 ・すべての従業員がイキイキと活躍できる職場環境の実現に向けた取り組みにより「よこはまグッドバランス賞」を受賞している。 ・従業員の家族も招いた慰労会(納涼会、餅つき)の実施。
401,三由工業株式会社,company_info.html?id=274,横浜市港北区篠原東2-15,電気工事・ガス,,,電気工事・ガス,,
402,明誠建設株式会社,company_info.html?id=491,横浜市南区大岡四丁目9番1号,建設,,http://www.meisei-co.co.jp,建設,建築一式工事 大工工事,
403,株式会社明電エンジニアリング 神奈川支店,company_info.html?id=516,横浜市都筑区佐江戸町778番地,電気工事・ガス,,https://www.meidensha.co.jp/mec/,電気工事・ガス,電気工事・ガス業(電気設備等の製造・販売、電気配線工事及び保守点検等),
404,株式会社明和美装,company_info.html?id=510,横浜市港北区新横浜2-6-8 KDX新横浜ビル3F,建設,,https://meiwabisou.jp/,建設,建設業(各種建造物の改修工事及びリニューアルに関する設計・施工業務),
405,株式会社メディカルケアシステム,company_info.html?id=213,横浜市西区みなとみらい4-6-2みなとみらいグランドセントラルタワー3階,サービス,,http://www.medicalcare-group.com,サービス,介護保険法に基づく地域密着型サービス事業 介護保険法に基づく介護予防サービス事業 介護保険法に基づく地域密着型介護予防サービス事業 住宅型、介護付有料老人ホーム事業 病院、福祉施設の建設及び設計に関するコンサルティング業務 病院、診療所、福祉施設の開設及び運営コンサルタント業務 老人保健法に基づく福祉施設の福祉サービスの事業の企画、開発 医療器具、器量機材及び医療用消耗品の販売 薬局の経営 保険調剤業務,
406,メルビック電工株式会社,company_info.html?id=51,横浜市神奈川区新子安一丁目34番地の3,電気工事・ガス,,http://www.melvic.co.jp,電気工事・ガス,電気設備事業,
407,杜企画株式会社,company_info.html?id=275,横浜市港南区上大岡西1丁目13番8号 大樹生命上大岡ビル2階,建設,お客様に満足していただけるよう、あらゆる技術を駆使し、より効率的な施工を心掛けています。民間工事では、『高品質』をモットーに見積り時よりお客さまに合わせたご提案を行い、確実な施工をしています。公共工事においては、経験と技術力を活かした施工のもと、工期や安全性を追求し、広く評価を受けています。高品質な建物をお客さまとご相談しながらご提案をしています。,http://www.mori-kikaku.co.jp,建設,当社は建築、内装工事の企画、設計、施工管理、メンテナンス等の諸業務を主体に横浜市を中心とし、神奈川県、東京都、千葉県、埼玉県、関東一円に活動を行っている総合建設業者です。 平成元年に設立し、オフィスビル、マンション、工場倉庫、個人住宅、リフォーム、公共施設の建設及びアミューズメント施設等の内装工事を行っています,地域のボランティア団体に協賛し、支援活動のほか、地域住民の防災・減災・福祉意識の向上や文化振興の活性化への協力をしています。
408,森田建設株式会社,company_info.html?id=98,横浜市鶴見区鶴見区下末吉三丁目18番15号,建設,,http://www.morita-kensetu.co.jp,建設,建築工事業、解体工事業,学校等公共施設、保育園、グループホーム、商業施設、工場、オフィス、数多くの建物の建築工事業に携わっています。
409,株式会社栁沼建設,company_info.html?id=150,横浜市瀬谷区下瀬谷3-15-3,建設,,http://yaginuma.co,建設,建築全般の設計施工・施工管理・不動産企画開発など。  RC・鉄骨・木造新築工事及び増改築工事  建物の修繕、補修工事及び外壁等診断補修  木造住宅の耐震診断・補強、介護保険住宅改修,
410,株式会社八雲堂,company_info.html?id=59,横浜市磯子区洋光台6-20-6,サービス,,http://www.yakumodo.jp,サービス,事務機械中心にオフィスに必要なものをすべて取りそろえることができます。 コストの安いプリンター・印刷機・複合機などご提案できます。アフターサービスも自前で体制を持っております。 IT機器などのご提案も行っております。 オフィス家具・什器備品類防災用品等必要なものをご提案いたします。 ,
411,矢口電気株式会社,company_info.html?id=214,横浜市保土ケ谷区帷子町1丁目30番地,電気工事・ガス,,http://www.ac-dc.co.jp,電気工事・ガス,電気設備工事の施工 空調設備工事の施工,
412,矢崎設備工業株式会社,company_info.html?id=504,横浜市港南区下永谷五丁目7番30号,建設, ,,建設,給排水衛生設備工事、冷暖房空調設備工事、水道施設工事, 
413,有限会社安田建築事務所,company_info.html?id=325,横浜市神奈川区白幡上町17-21,建設,,http://www.yasuda-kj.com,建設,,
414,株式会社安田製作所,company_info.html?id=18,横浜市旭区川井本町57-13,製造,,http://yasuda-works.jp,製造,安田製作所は、ものづくりを行う皆様の開発パートナーです。  ものづくりの永年の実績の中で培われた経験、それを基にした知恵で、お客様のご要望を実現いたします。また、新しいことにも常にチャレンジしています。ものづくりに関して、課題をお持ちの場合、もっと最善の方法を見つけたい場合、ご相談ください。<最適化へのナビゲート>をさせていただきます。,
415,株式会社山喜,company_info.html?id=344,横浜市金沢区福浦1-7-21,製造,,http://yamaki-tech.co.jp,製造,ベアリングリテーナー製造,
416,株式会社ヤマショウ,company_info.html?id=126,横浜市金沢区釜利谷南2-22-2,建設,経営理念を「誠」「謙虚」と掲げており、真心をもってお客様や地域住民の方のお気持ちに素直にお答えしていくことを目標としています。 安心感のある快適な生活環境づくりをすることで、社会への貢献を実感できるものと考え、社会の役に立つ建設会社を目指して行きます。 ,,建設,横浜市金沢区に本社を構えています。 社会のインフラ整備にはそれを支える土木工事は豊かな社会には欠かせないものです。 当社は、地域社会の都市基盤となる公共工事における土木、舗装、上下水道を施工しています。,1.金沢区民祭りへのボランティア活動 2.青色パトロールの実施 3.災害時における土砂崩れや倒木等、積雪時の除去作業 4.65才以上の高齢者及び女性の積極的雇用 5.当社休日における駐車場使用の無料開放 6.年中行事の祭礼への寄付 
417,株式会社ヤマソウ,company_info.html?id=503,横浜市港北区篠原町1338番地1,その他, ,https://www.yamaso-jet.co.jp,その他,弊社は日本産業分類では水道業の下水道管路維持管理業になります。補修工事等の業務を行っており、国土交通大臣建設業許可を取得しています。主に公共下水道の点検調査・洗浄・補修工事を行い、昨年度からは横浜市初の下水道包括民間委託業務の代表企業となりました。, 
418,株式会社ヤマソウヨコハマ,company_info.html?id=420,横浜市港北区篠原町1338番地1,その他,,http://www.yamaso-yokohama.co.jp,その他,弊社は、産業分類の水道業・下水道管路施設維持管理業です。主に公共下水道の調査・洗浄・補修工事を行っています。,
419,ヤマト建設株式会社,company_info.html?id=434,横浜市緑区十日市場町911-1,建設,,http://yamato.mirai-21.com,建設,,
420,株式会社ヤマヤ土建,company_info.html?id=183,横浜市鶴見区獅子ヶ谷2－38－49,建設,横浜市の舗装ランクはA、土木はB、水道はBと高い技術を持っています。責任感ややりがいが多く感じられ、竣工を迎えた後の達成感は格別です。 ,http://www.yamaya-d.com,建設,弊社では主に舗装工事・土木工事の実績を多く残しており、横浜市発注の公共工事を手掛けております。 元請の仕事が全体の9割以上を占めており、地域に密着した地域貢献企業として地元横浜のインフラ整備を支えています。 ,ISO9001:2015(品質マネジメントシステム)認証取得 ISO14001:2015(環境マネジメントシステム)認証取得
421,有限会社友希土木,company_info.html?id=303,横浜市南区宮元町4-91　山本ビル4F-B,建設,,,建設,,
422,有限会社エスイーシステム,company_info.html?id=524,横浜市磯子区上中里町704‐9,建設,,,建設,建具工事業、防水工事業、塗装工事業、不動産賃貸業,
423,有限会社美木,company_info.html?id=300,横浜市旭区上白根町1170番地4,造園,,,造園,公共工事や学校などの造園・外構工事をおこなっております。,
424,有限会社エムエム電気工業,company_info.html?id=191,横浜市南区中里1-7-14,電気工事・ガス,,http://www.mmdenki.co.jp,電気工事・ガス,電気設備工事,
425,有限会社カギの横浜ロックサービス,company_info.html?id=62,横浜市南区中里1-13-6高荒ビル1F,サービス,地域の防犯対策で街頭防犯カメラ設置、保守メンテナンス 鍵交換や補助錠の設置など各家庭の防犯対策や企業のセキュリティ工事など最善の防犯対策をご提案を行います。 お気軽にご相談下さい。,https://www.kagi.co.jp,サービス,防犯工事専門店となります。 セキュリティ機器の設置、施工などを行っております。 鍵交換から金庫、インターホンや防犯カメラなどセキュリティに関する事などご相談下さい。  ,街頭防犯カメラ設置や神奈川県警や消防署、保育園などの公共工事や企業の入退出工事など事業を通じて地域貢献を行っております。 地域イベントへの協賛等も行い地元に根差した取り組みを行っております。
426,株式会社豊商会,company_info.html?id=19,横浜市西区高島1-4-12,小売り・卸,,http://www.yutaka-shokai.co.jp,小売り・卸,ENEOS株式会社特約店 直営店舗7カ所(横浜市・藤沢市)   石油製品全般と車両関連商品の販売   自動車の軽整備   エネオス電気の販売 廃棄物収取運搬業   一般廃棄物収集運搬(横浜市・鎌倉市)   産業廃棄物収集運搬(神奈川県、東京都、埼玉県) 損害保険代理店業,消防訓練 防災講習会 地域清掃活動 ISO14001認証取得 かけこみ110番 震災時対応SS(発電機設置)  
427,夢工房だいあん株式会社,company_info.html?id=184,横浜市港北区綱島西1-11-5,建設,,https://www.yume-daian.co.jp/,建設, 不動産業、建設業、看護事業,https://www.yume-daian.co.jp/ 会社概要参照
428,株式会社ヨコテック,company_info.html?id=304,横浜市泉区西が岡２－１２－６  YTビル1,建設,弊社は、公共工事や民間工事を幅広く手掛けておりますが、中でも耐震補強工事や改修工事、リフォーム工事などを得意としており、様々な工事実績で全ての工事に対応できる会社です。,http://yoko-tech.co.jp/index.html,建設,「自分が住む家を作るつもりでお客様の家を作る」をモットーに学校・官公庁施設・駅などの公共工事、マンション・ビル・個人住宅などの民間工事までを幅広く手掛ける総合建築会社です。,1.民間工事においても、公共工事で義務づけられている　　VOC　測定を実施し、特定化学物質の検査と報告を行う　ことで環境負荷低減を図っています。 2.全社員に法定以上の健康診断（人間ﾄﾞｯｸﾞ・女性検診）を　会社負担にて実施しており、インフルエンザ注射も義務　づけています。 3.本社にＡＥＤを設置し、地域住民に開放しています。ま　た、工事現場にも1台設置、地域住民が利用できます。
429,横浜植木株式会社,company_info.html?id=21,横浜市南区唐沢15番地,小売り・卸,,https://www.yokohamaueki.co.jp/index.html,小売り・卸,野菜種子育種・開発・技術指導・販売、園芸用資材・農業用機器卸売及び輸出入、造園工事、公園管理、植物花卉貿易、ネット通販、植物バイオテクノロジー研究開発,
430,横浜環境保全株式会社,company_info.html?id=72,横浜市中区山下町273番地,産業廃棄物処理,『未来そして子供達のために』をビジョンとして掲げ、横浜市でいち早く廃棄物を適正に処理・資源化し、みなさまの生活環境を守るべく努めてきました。小学校とタイアップし、生徒さんに描いてもらったデザインを自社車両にプリントして走行する、夢のある取り組みも行っています。私たちは常に新たなチャレンジを続けています。,http://www.y-kankyo.co.jp,産業廃棄物処理,一般廃棄物収集運搬・処分、産業廃棄物収集運搬・処分、産業廃棄物中間処理(破砕・溶融)、資源物収集運搬(リサイクル業)、一般廃棄物再生肥料の製造、販売、ビン・缶リサイクル業、プリント事業,弊社は、回収先の多くが市内業者で、横浜市内における事業系一般廃棄物処分量は全体の2割を担っています。みなとみらい地区と本社・各事業所周辺の地域清掃を定期的に行ない、毎年6月の横浜開港祭ではゴミの分別指導に参加しています。またすべての営業車にハイブリット車を導入し、エコドライブの実践に取り組んでいます。企業名のとおり、横浜市内のクリーンな環境づくりを目指しています。
431,横浜建設株式会社,company_info.html?id=113,横浜市栄区小菅ケ谷4-26-11,建設, 当社の仕事は、ほとんどが横浜市発注の公共事業です。また、「40期連続黒字経営」「短納期を実現してきた施工技術」「建設機械の自前保有30機以上」「全施工項目Aランク」など、高品質・低価格の施工が実現できる土台を築いており、多大な信頼を得ています。  設計・施工管理・技術開発の全てを実施できる社内体制、安全を優先した企画力と現場主体のチャレンジ精神をもって社会基盤づくりに貢献しています。 ,http://www.nify.jp/,建設,総合建設業 土木工事・とび土工工事・舗装工事・水道施設工事・管更生工事 ・廃棄物処理  神奈川県知事 許可(特-29)第33509号 横浜市指定給水装置工事事業者 第2153号 横浜市排水設備指定工事店 第30296号 神奈川県産業廃棄物収集運搬許可  第01400140897号  ,【CSR活動】 ・災害復旧作業の協力 ・近隣の除雪 ・熱中症予防啓発活動(地域住民へ配布) ・栄区民祭りへの参加 ・区内防犯パトロールへの参加 ・敷地内の緑化に取り組み、環境美化に努める ・定期健康診断・ストレスチェックの実施
432,横浜ケーブルビジョン株式会社,company_info.html?id=451,横浜市保土ケ谷区神戸町134番地 横浜ビジネスパークウエストタワー10階,その他,横浜ケーブルビジョン(YCV)は、1988年の開局以来30年以上にわたり、地域の皆さんに育てられ、成長して来ました。 当初はケーブルテレビのサービスのみでしたが、大容量ネットワークを活用したインターネット、固定電話など、生活に密着した新たな事業展開により、お客様のご要望に応えて参りました。  2012年には「企業理念」を策定し、「地域いきいき、暮らしわくわく」のスローガンのもと、事業活動を通じてお客様の豊かな生活を実現すること、社会の変化を先取りし人にやさしい事業の創造に取り組むこと、地域の皆様と共,https://www.catv-yokohama.ne.jp,その他,ケーブルテレビサービス インターネットプロバイダーサービス 固定電話サービス 携帯電話サービス(MVNO) 電気・ガスサービス(代理販売)等,・保土ケ谷区天応町商店街とネーミングライツ事業を行い、同商店街のPRを行っている(全国2例目、横浜市初)。 ・西区、保土ケ谷区、旭区、泉区と「災害時における地域支援の協力に関する協定」を締結。 ・横浜市と「災害時における徒歩帰宅支援拠点の開設及び運営協力に関する協定」を締結。 ・泉区サッカー連盟と共同で、「YCVトレセンカップ(U-12)」「YCV杯(U-10)」を開催。
433,ヨコハマ・コア・グリーン株式会社,company_info.html?id=474,横浜市中区山手町286-3,造園,,http://www4.hp-ez.com/hp/yokohama-cg/,造園,主に公共工事、公園や街路樹などの緑地管理を行っています。 ・街路樹や公園の植木剪定・草刈 ・公園遊具の設置・修繕  等,
434,横浜市下水道管理協同組合,company_info.html?id=276,横浜市金沢区鳥浜町14-20,その他,,,その他,,
