cid,corpname,corpurl,address,category,PR,web,gyoshu,jigyou,torikumi
94,株式会社ダイイチ(建設),company_info.html?id=382,横浜市保土ケ谷区帷子町2-67-1,建設,若年現場担当者の育成に力を注いでいます。,,建設,塗装、防水、建築、土木工事請負,主に公共工事の受注に力を入れています。 民間はJR東日本関連会社の工事を受注しています。
95,株式会社グリーン・パートナーズ,company_info.html?id=520,横浜市都筑区あゆみが丘3‐22‐306,造園,,,造園,造園、土木工事の設計・施工・管理,
96,株式会社メルシー・ガーデン,company_info.html?id=522,横浜市旭区若葉台3-5-809,造園,,,造園,造園、土木工事の設計・施工・管理,
97,株式会社岡田建設,company_info.html?id=282,横浜市戸塚区平戸三丁目55番13号,建設,,http://www.okadakensetu.co.jp,建設,公共土木工事・舗装工事・しゅんせつ工事・水道施設工事 ・配水施設工事・鋼構造物工事 重機土工・根伐り工事・産業廃棄物収集運搬業 一般区域貨物自動車運送業(ダンプトラック) 開発工事・宅地造成工事・戸建て建て売り・宅地建物取引業,
98,株式会社 景泉機器,company_info.html?id=428,横浜市金沢区福浦1-4-4,製造,アットホームな会社をスローガンに、社員一同で「家族」になれるような会社を目指しています。 お互い切磋琢磨したり、助け合ったり、時には喧嘩もするような、一般的な「家庭・家族」みたいな日常を過ごしながら お客様に満足してもらえる製品を納入しております。 ,http://keisenkiki.com,製造,油・空圧シリンダを開発段階から設計、試作、量産まで一貫して対応をしております。 近年では、金属加工のみ、溶接作業のみ、組立作業のみ、塗装作業のみのお客様や、金属加工して、溶接して、塗装をするような合わせてのご注文を頂いております。 その他、精密機器向け製品の加工、組立、検査、塗装を行って出荷するものも御座います。,近年では、金属加工のみ、溶接作業のみ、組立作業のみ、塗装作業のみのお客様や、金属加工して、溶接して、塗装をするような合わせてのご注文を頂いております。 その他、精密機器向け製品の加工、組立、検査、塗装を行って出荷するものも御座います。
99,株式会社相設,company_info.html?id=505,横浜市瀬谷区阿久和西2-40-1,建設, ,https://sosetu.com/about/,建設,民間及び官庁工事の管工事業及び土木工事業, 
100,株式会社大勝,company_info.html?id=525,横浜市西区平沼1丁目3-13 大勝ビル,建設,,http://www.daikatsu.com/,建設,横浜市を中心として活動を行う総合建設会社です。民間のマンション新築工事や、公共工事を主とした事業を展開しています。,
101,株式会社　南州電設,company_info.html?id=295,横浜市港南区港南台8-11-5,電気工事・ガス,電気設備にかかわること、すべてを。  社訓は敬天愛人 ～天を敬い、人を愛する。～ 人は尊大であってはならない。常に誠実・謙虚に人と接することを信条とする。  人を愛し、会社を愛し、国を愛する心をもって社会に貢献していくことを社訓とし、日々精進してまいります。,http://www.nanshu.com/,電気工事・ガス,電気設備工事、空調換気設備工事、防犯・防災設備工事、IT関連設備工事（関連会社　株式会社　南州ソフトウェア　ソフト開発）,地域の盆踊り会場設営、港南台駅に関取を呼んでちゃんこチャリティーの提供など
102,株式会社平松造園,company_info.html?id=502,横浜市泉区下和泉1-14-22,造園, ,https://www.hirazoen.co.jp/,造園,造園業, 
103,株式会社アイ・パートナーズフィナンシャル,company_info.html?id=523,横浜市西区南幸2-20-5,その他,,https://www.aipf.co.jp/,その他,金融商品仲介業を基軸としたIFAによる金融サービスの提供、プラットフォームの提供によるIFAの業務支援・成功支援,
104,株式会社橘木,company_info.html?id=527,横浜市都筑区茅ケ崎中央17-22-202,建設,,http://www.ki-du-ki.co.jp/,建設,・スポーツ施設事業 ・造園土木事業 ・緑地管理事業,
105,株式会社グリプロ,company_info.html?id=404,横浜市港南区丸山台二丁目22番12号,造園,,https://orange02.com,造園,造園整備、公園維持、街路樹維持業務など,
106,株式会社三上,company_info.html?id=431,横浜市西区花咲町4-124三上ビル1F,その他,昭和24年（1949年）の創業以来、造船で培った技術、技能を継承し進化させてきました。 それらを様々な分野に活かし成長を続け、お客様のご要望にお応えするワンストップサービスを目指しております。,https://www.mikami.yokohama,その他,建設事業、造船事業、プラント事業、リニューアル事業、リフォーム事業、 総合人材サービス事業、不動産事業,野毛山動物園への支援 ヨコハマ寄付本への支援 日本赤十字社への支援 国境なき医師団への支援 社会福祉法人神奈川共同募金会への支援 水のふるさと道志の森基金への支援 少年野球チーム野毛オールスターズへの用具提供
107,株式会社ライフ・コア横浜,company_info.html?id=86,横浜市港南区下永谷2－26－10,建設,　私たちライフ・コア横浜は創業４３年、横浜港南区に本社を構え、土木事業のほか、ビル・マンションの設備修繕といったリニューアル事業を行う総合建設企業です。   　昭和５２年の創業以来、「人間主義を信条に、社員の幸福、企業の繁栄」をモットーとした創業者のスピリット「誠実・真剣・地域社会に貢献」を受け継ぎ、事業を展開しています。 ,http://lifecore-y.com,建設,建設事業 　①　横浜市水道局発注の工事受注 　②　マンション等の上下水道リニューアル工事 　③　舗装復旧工事 　④　宅地造成等の上下水道の計画・工事 　⑤　一般住宅の上下水道修理・修繕,①　地元に流れる「平戸永谷川」のクリーンアップに毎年ボランティアとして参加させて頂き、草刈や清掃等を行っております。  ②　地元横浜市立丸山台中学校の生徒を毎年職業体験として受け入れ職場体験をして頂いています。  ③　横浜市港南区を対象に青色防犯パトロール
108,株式会社カムエンタープライズ,company_info.html?id=465,横浜市港北区菊名6-13-53プラザコーシン1F,不動産,,https://kam-enterprise.co.jp,不動産,不動産事業、建設業、リフォ-ム事業、太陽光事業、引越しプランニング業など、ワンストップでサポ-トいたします。 さらに土地の有効活用、節税対策、建て替え問題における対策をご検討の方や、賃貸事業を始めたい方をサポ-トします。 ,
109,有限会社鴨居造園,company_info.html?id=399,横浜市緑区鴨居七丁目1番31号,造園,,http://kamoizouen.web.fc2.com,造園,,
110,有限会社川島園,company_info.html?id=400,横浜市戸塚区汲沢町238番地9,造園,,https://green01.com,造園,緑地管理、公園維持、街路樹維持 剪定、植栽、除草など,
111,河本開発工業株式会社,company_info.html?id=77,横浜市金沢区泥亀1-21-6 浜勇ビル302,建設,「誠実・確実」 を社是として、地域の発展に寄与すべく、“新しいまち”を創造します。,https://www.kawamoto-kk.co.jp,建設,河本開発工業は、造成工事・下水道工事・道路工事・法面工事・解体工事などの各種陸上工事はもとより、河川工事や海上・水中工事に至るまで、幅広い工事に対応できる総合建設会社です。 ,・(社)横浜建設業協会            ※地震・台風・大雪などの災害復旧活動     ※青色防犯パトロールの実施     ※区民祭りへの参加など  ・地域商店街     ※各催し物(盆踊り・プロレス他)の参加及び      設営・片付け等     ※取り組みへの参加(緑のまちづくり他)  ・その他     ※クリーンアップ活動への参加
112,川本工業株式会社,company_info.html?id=27,横浜市中区寿町2-5-1,建設,,http://www.kawamoto-ind.co.jp,建設,空気調和・給排水衛生並びに各種配管設備工事の設計施工,
113,株式会社環境造園,company_info.html?id=370,横浜市神奈川区羽沢町1119-19,造園,,http://kankyo.server-shared.com/index.html,造園,剪定・伐採作業 ツリークライム技術での特殊伐採 個人邸の庭木の手入れ 集合住宅の緑地管理 街路樹・公園の緑地管理 造園工事  ,
114,株式会社カンキョーワークス,company_info.html?id=37,横浜市旭区上川井町2444,産業廃棄物処理,,http://www.kankyoworks.com/index.html,産業廃棄物処理,産業廃棄物収集運搬業・中間処理業 一般廃棄物収集運搬業(横浜市),
115,菅野建設株式会社,company_info.html?id=371,横浜市保土ケ谷区新井町220-23,建設,,http://kanno-kk.jimdo.com/,建設,総合建設業,
116,有限会社神原興業,company_info.html?id=226,横浜市都筑区荏田東3-2-1,建設,,http://www.kanbarakogyo.co.jp/,建設,横浜市、神奈川県の公共工事をメインに、宅地造成、ハウスメーカーの外構工事なども多く施工しています。   ,
117,カーボンフリーコンサルティング株式会社,company_info.html?id=34,横浜市中区相生町6丁目113番地オーク桜木町ビル6階,サービス,,https://carbonfree.co.jp,サービス,環境に関連するコンサルティング業務,
118,岳南建興株式会社,company_info.html?id=160,横浜市旭区市沢町５５９－４,建設,,,建設,,
119,株式会社キクシマ,company_info.html?id=63,横浜市港南区港南台4-39-7,建設,,http://www.kikushima.co.jp,建設,注文住宅建築、幼稚園·保育園および公共施設等の建築、集合住宅·商業施設建築、リフォーム·増改築·リノベーション工事、耐震補強工事、マンション大規模改修工事、鉄骨製作、土木工事、不動産業務,
120,株式会社岸野商店,company_info.html?id=227,横浜市泉区弥生台7-16,小売り・卸,,http://www.ab.auone-net.jp/~kishino,小売り・卸,当社では砕石・砂利・砂・生コンの販売及び残土掘削処理・産業廃棄物収集運搬業務を横浜を中心とし、関東圏エリアに営業展開しております。,
121,岸本建設株式会社,company_info.html?id=197,横浜市中区小港町3-190-6,建設,,,建設,,
122,北沢建設株式会社,company_info.html?id=38,横浜市旭区白根４－３０－３,建設,,http://www.kitazawakk.co.jp,建設,,
123,株式会社きたむら園,company_info.html?id=162,横浜市戸塚区東俣野町1231,造園,当社は「やすらぎと潤いを演出する環境づくり」をめざして、地元横浜市の造園・緑化事業に積極的に取り組んでおります。 近年ますます深刻化していく環境問題に対し、人と自然の共生は最大の課題と捉え、造園・緑化事業を通じて、緑豊かな環境を次世代へ引き継ぐための知識と技術をさらに高めてまいります。,http://www.kitamura-en.com/index.html,造園,造園工事の請負 公園緑化工事ならびに管理工事 植栽工事 樹木(大樹)伐採処理工事 土木工事の請負 排水工事 薪販売業務,CSR活動(CSRへの取り組み) きたむら園では地域に根ざした企業として、地域のつながりを意識した取り組みを進めています。 ・地元小学校の通学時に、横断歩道での交通誘導及び見守り ・地元神社の境内ならびに周辺の清掃・樹木等の手入れ
124,株式会社九州電業社,company_info.html?id=228,横浜市南区井土ヶ谷下町18-8,電気工事・ガス,,http://www.kyushu-dengyosha.co.jp/index.html,電気工事・ガス,電気設備工事,
125,株式会社キュー・アイ,company_info.html?id=198,横浜市金沢区福浦2-4-7,製造,,http://www.qi-inc.com,製造,「人間の目では見ることのできない物を正確に見る技術」をモットーに水中・下水道管内・放射線など特殊環境下で使用するテレビカメラ装置やロボットシステムの開発、設計、製造及び販売、アフターフォローを一貫して行っています。開発から販売までを自社で行っているため豊富なノウハウの蓄積があり、それらを生かしてお客様それぞれの要求に合わせた特注品製造も得意としています。,
126,株式会社協栄エンタープライズ,company_info.html?id=372,横浜市都筑区早渕3-32-26,その他,公共道路や下水道は人々の生活や日本経済を抱える、重要なインフラのひとつです。 事故や災害により、道路が不通となれば、物流や経済活動、一般生活が停滞し大きな影響を与えます。  下水道が詰まると、一般家庭の生活環境や飲食店事業にも多大な影響を及ぼします。  我々は常に強い使命感を持ち、正確・迅速を心がけ、利用するお客様が安心して生活できるよう、日々業務に取り組んでいます。,https://www.kyoeienterprise.co.jp,その他,下水道・道路の維持管理業務、 建設業、 一般廃棄物収集運搬業 産業廃棄物収集運搬業,
127,共栄産業株式会社,company_info.html?id=199,横浜市港南区日野中央2-36-25,建設,,http://www.nksc.jp,建設,管工事業,
128,株式会社協栄電設,company_info.html?id=283,横浜市港南区笹下５丁目１０−８,電気工事・ガス,,,電気工事・ガス,,
129,強電プラント工事株式会社,company_info.html?id=312,横浜市神奈川区青木町7-7,電気工事・ガス,現在取り組んでいる事業は、電気工事に付随した省エネ製品の提案です。地球温暖化、またインフラにより官公庁及び企業様への負担は年々増加する一方です。 私たちは、電気工事を通して、お客様に省エネについてご提案しております。,http://kyoudenplant.com,電気工事・ガス,横浜市内を中心に電気工事を主として営業しております。官公庁の施設電気工事、新築マンションの電気工事一括請負、民間プラントの電気設備工事など、多岐にわたり様々な電気工事ができます。近年では、県外の企業様からも多数の依頼があり、関東から東海地方まで地域を広げております。,・教育にはお金も時間も惜しまない 　社長のこの理念により、社員の資格はここ数年でかなりの種類を取得することができております。 ・明るく前進する 　何かあってもネガティブにならずにポジティブに解決するよう心がけています
130,株式会社協同清美,company_info.html?id=28,横浜市保土ケ谷区今井町859,産業廃棄物処理,,http://www.kyodo-seibi.co.jp,産業廃棄物処理,環境設備事業 廃棄物事業 下水管路事業及び営繕工事事業,
131,協立金属工業株式会社,company_info.html?id=8,横浜市金沢区福浦2-8-23,製造,,https://www.kyoritsu-metal.co.jp,製造,ステンレス鋼線、ピアノ線、金銀銅合金線の製造・販売,
132,株式会社協立電気商会,company_info.html?id=402,横浜市青葉区田奈町47番地8,電気工事・ガス,,http://kyouritu.yokohama,電気工事・ガス,主に横浜市内のビル・マンションなどの建物や、公共工事における電気設備工事の設計施工管理を行います。,
133,株式会社キョーエーメック,company_info.html?id=348,横浜市中区山下町2,サービス,・深夜清掃や設備関連工事における自営工事部隊がおり、専門的な知識やノウハウの下、顧客先をはじめとした皆様に喜んで頂くべく、快適な空間の提供、事業展開を行なっております。,http://www.kyoeimec.co.jp,サービス,・総合ビルメンテナンス 清掃業務・設備業務・警備業務・造園、植栽管理業務 廃棄物処理業務・環境業務  ・道路メンテナンス 道路清掃・道路保全業務・下水道等整備業務 ,
134,キョーデン設備株式会社,company_info.html?id=518,横浜市神奈川区新子安2-2-28-1F,電気工事・ガス,,http://kyoden-s.jp/,電気工事・ガス,電気工事・ガス業(電気設備工事の設計・施工・施工管理等),
135,株式会社崎陽軒,company_info.html?id=200,横浜市西区高島2-12-6,製造,1908年創業。横濱名物「シウマイ」を1928年に独自開発し、販売を開始。その後、誕生した「シウマイ弁当」は、横浜市民に広く愛されています。崎陽軒の事業には、「シウマイ」「弁当」「点心」「本店」「レストラン」の5本の柱があります。「食」へのこだわりと情熱をもって、崎陽軒は、横浜のおいしさを、創りつづけています。,http://www.kiyoken.com,製造,(1)鉄道旅客用及び一般食料品の製造加工及び販売 (2)旅客用雑貨の販売 (3)前各号に関する受託販売 (4)飲食・喫茶及び宴会場の経営 (5)不動産の賃貸借及び売買 ⑥前各項に付帯する一切の業務,食品リサイクルの推進や横浜市内の学校での食育活動の実施、また、「シウマイ弁当」の掛け紙に、適切に管理された森林からの木材・木材製品であることを認証するFSC®森林認証紙を使用するなど食品の製造・販売を行う企業として、SDGsの推進に積極的に取り組んでいます。
136,株式会社桐ヶ谷工業所,company_info.html?id=284,横浜市神奈川区東神奈川2-49-16,建設,,http://www.kirigaya-eng.co.jp,建設,,
137,キンセイ食品株式会社,company_info.html?id=163,横浜市金沢区福浦2-1-6,製造,専門店のような肉の味を生かした美味しいカツを作るため、仕入先農場と連携し高品質な素材を確保、さらにメーカーと専用機器を共同開発。HACCP品質管理システムを導入した各工程の管理、徹底した検査で、お客様に安心して食べていただける製品づくりを進めています。,http://kinsei-s.com,製造,キンセイ食品株式会社は前身である精肉卸売業で培った経験を基に「肉の味がする」冷凍とんかつ、冷凍メンチカツを中心に製造する業務用畜肉加工品製造会社です。,平成26年度より、従業員のライフワークバランスを実現し男女がともに働きやすい環境づくりを進める事業所として、よこはまグッドバランス賞認定を受けています。その他、「地域の為の活動」として地元のお祭りへの協賛、AED設置。「子供達の未来の為の活動」として環境絵日記協賛、小学校へ朝日写真ニュース寄贈。「環境問題への活動」としてコンタクトレンズ空ケース回収活動、横浜市環境保全基金への寄付を行っています。
138,行政書士法人 望月事務所,company_info.html?id=302,横浜市神奈川区鶴屋町3-29-9 タクエー横浜西口第6ビル6F,サービス,1.建設業許可  ☆経営事項審査申請  ★経審点数計算 2.入札参加資格申請  横浜市、川崎市、神奈川県  国土交通省ほか各省庁 3.宅地建物取引業免許 4.産業廃棄物処理業許可 5.建築士事務所登録 6.測量業登録、運送事業登録 7.株式会社・法人設立、NPO法人認可、医療法人認可,http://www.o-mochizuki.jp,サービス,"Management(経営管理)  Mind(事業理念・風土) Method(方法論)      3つのMを提供します  35年以上、年間1,000件以上の実績 許認可申請のスペシャリスト  ",
139,有限会社串田設備,company_info.html?id=285,横浜市緑区鴨居町2544,建設,,http://kushida-wss.co.jp,建設,,
140,工藤建設株式会社,company_info.html?id=134,横浜市青葉区新石川4丁目33番地10,建設,,http://www.kudo.co.jp,建設,企画から設計・施工までの一貫体制で、公共工事から民間まで、新築・リノベーションともに、東京・神奈川を中心に幅広い実績を誇る建設事業。地下室付き住宅施工実績千棟以上で、上質な暮らしを提案する注文住宅事業。24時間365日体制で8千戸の建物の安心安全を見守る建物管理事業。思いやりの心と確かな介護技術で「フローレンスケア」ブランドで17の介護施設を運営する介護事業の4事業を行う東証2部上場企業です。,介護施設や本社事務部門において、就労困難だった障碍者を採用し、その雇用率は3%超です。神奈川県の森林再生パートナー制度に参加協力し、ハマウィング事業にも協賛しています。神奈川フィルハーモニー、青葉美術展などの文化芸術活動の支援や、日体大女子サッカーや横浜ビーコルセアーズなどの地元スポーツ支援にも力を入れています。
141,汲沢電設有限会社,company_info.html?id=477,横浜市泉区和泉中央南4-23ｰ12グリーンヒル和泉B103,電気工事・ガス,,http://gumisawa-densetsu.com,電気工事・ガス,学校電気小破修繕他,1．教育セミナー ２．五霊神社正月、祭り飾りつけ ３．和泉中央公園トイレ清掃
142,グランコーヨー株式会社,company_info.html?id=501,横浜市保土ケ谷区新桜ヶ丘2-24-25,サービス, ,http://grankoyo.co.jp/,サービス,市内小・中学校、幼稚園・保育園向けの学校教材販売を中心とした総合商社, 
143,有限会社グローバンス,company_info.html?id=373,横浜市旭区善部町99-1 杉山第一ビル3F,建設,,,建設,・土木工事業 ・とび土工事業 ・石、鋼構造物、しゅんせつ工事業 ・舗装工事業 ・水道施設工事業,
144,株式会社グーン,company_info.html?id=71,横浜市金沢区鳥浜町17-3,産業廃棄物処理,,http://www.guun.co.jp,産業廃棄物処理,建築廃木材、廃プラスチック類の産業廃棄物について自社処分施設にて破砕処理を行う。 処理後物については燃料として売却し、サーマルリサイクルされる。,
145,株式会社KNコーポレーション,company_info.html?id=478,横浜市都筑区荏田東1丁目2番地1,建設,株式会社KNコーポレーションは、主に団地住戸の修繕を行う総合建設会社として、50年以上に亘り集合住宅事業に携わってまいりました。 お客様一人一人のご要望に細やかにお応えすることで、多くの方に安全・安心・快適な団地生活を提供しております。,http://knnet.co.jp,建設,神奈川県下における賃貸、分譲団地等の住宅及び付属施設の補修並びに管理業務,私たちは、事業活動及び社会貢献活動を通じて地域社会との共生を目指します。(主な取り組み) ・エントランスにAEDを設置(緊急時に誰でも使えます。) ・「子供110番の家」に登録(児童の緊急事態に対応します。) ・清掃員による団地内「安心・安全見守り運動」の実施 ・スマホ充電サービス(長期停電時に近隣の皆様に自家発電によるスマホ充電器を開放) 
146,京濱港運株式会社,company_info.html?id=466,横浜市神奈川区千若町2-1-50,その他,当社は、昭和30年の創業より横浜港を起点に港湾運送事業に従事しています。 また、常温・定温・冷蔵・冷凍の4温度帯商品に対応した約3.4万平米の倉庫を所有しています。 そして、国外にも営業拠点がございますので、これらを御活用頂ければ、保管から輸送、通関及び船積みまで一貫輸送し、65年の実績で培った高水準の技術を基に、特殊/重量物含む、あらゆる貨物のお取扱いが可能です。 お気軽にご相談くださいませ。,http://www.keihinkoun.com/,その他,1955年創業当初、当社は米国の軍貨の取り扱いや港湾運送事業を柱としてまいりましたが、現在はその技術を継承しつつ発展させ、事業展開を進めております。創業当時の情熱とエネルギー、汗を流すことを惜しむことなく、全社員が日々研鑽を積み、さらなる信頼と実績を築き、お客様をはじめ関係先の皆様と末永いお付き合いを目指しております。,横浜市の基幹産業である港湾運送事業者として、地域発展の下支えに寄与しています。CSRの具体的な活動は、横浜スタジアムの「ボールパークプロジェクト」に賛同し、また横浜開港祭への協賛等の寄付を通じて、地域の発展に貢献しています。
147,京浜電設株式会社,company_info.html?id=499,横浜市神奈川区松見町4丁目1020番地,電気工事・ガス,,https://www.kdcg.co.jp,電気工事・ガス,電気・通信・設備工事,
148,株式会社コア・エレクトロニックシステム,company_info.html?id=254,横浜市都筑区大丸9-16 第一幸喜ビル401号室,サービス,当社はCSR活動のトップコミットメントにも掲げている様に、地球と人に優しい企業造りをモットーに社会貢献致します。新製品・新技術の習得及び創造にチャレンジすると共に、ご満足頂ける信頼性の高い製品・サービスの提供を続けます。,https://ces-net.com,サービス,【フィールドエンジニア事業】 燃料電池システム(家庭用燃料電池エネファームを含む)、各種監視カメラシステム、IT関連機器、業務用空調設備等を中心とした保守業務 【リジッド製品修理センター業務】 RIDGID社製品の返送修理,当社は、2013年度から「ISO26000社会的責任に関する手引」に準じた社会的責任マネジメントシステムの構築並びに改善を継続しています。活動の詳細は、次のサイトの報告書をご覧下さい。 ● https://ces-net.com/report/
149,紘永工業株式会社,company_info.html?id=287,横浜市戸塚区柏尾町191番地2号,建設,1978年の創業以来、横浜と東京に拠点を置き、関東一円のマンション高層ビル、病院…様々な用途の建築物に対してスプリンクラー、泡消火、ガス消火などあらゆる消防用設備を工事してきました。 新築工事の他にもリニューアルや点検工事も行っておりますので、お困り事がございましたら何でもお申し付けください。,https://koei-kogyo1978.com/,建設,消防設備設計・施工・点検・保守 空調衛生設備設計・施工・保守 ,
150,株式会社高栄設備工業,company_info.html?id=255,横浜市瀬谷区瀬谷5-20-6,建設,,http://www.koueisetsubi.co.jp,建設,-,
151,有限会社工研,company_info.html?id=313,横浜市戸塚区小雀町2086-6,製造,,http://koken-jp.com,製造,,
152,興信工業株式会社,company_info.html?id=164,横浜市西区伊勢町2－95,建設,『より暮らしやすく、快適な街をつくるために。』『より効率的で安全な産業設備をつくるために。』興信工業は創業時からこのテーマに取り組んできました。技術の探求、技術者の育成に努め、震災時にはいち早く水道復旧活動に参加してまいりました。これらによって積み重ねてきた数多くの実績から官公庁並びに各業界の皆様からの信頼として実を結んでいます。今後も街や暮らしそして産業の理想的な活動のために貢献してまいります。,http://koshinkogyo.co.jp,建設,当社は土木工事・設備工事・プラント工事の３分野に携わっています。土木工事部は公共工事を中心に土木、舗装、水道工事を手掛けています。設備工事部は住宅環境や公共施設の充実に伴い空調設備に関する工事や上下水道に関わる給排水設備、衛生設備に関する工事を請け負っています。プラント工事本部は自動車・電気・電子機器メーカーの工場において各種プラント設備を担当し生産ラインの円滑化に貢献しています。,地域社会貢献活動として年に数回、山梨県道志村へ森林整備のボランティア活動に参加しています。他にも月２回本社周辺の清掃活動や西区区民祭りに参加し区民との交流を図っています。また働きやすい職場づくりとして有給休暇の取得、資格取得の奨励、育児、介護休暇の奨励、コンプライアンス研修の実施、そして女性の活躍支援として月に一度女性活躍推進委員会を開催し女性が働きやすい環境の整備に取り組んでいます。
153,株式会社光電社,company_info.html?id=9,横浜市中区富士見町3-7,建設,,http://www.kouden.com,建設,産業用電気機器販売 産業用設備設計施工 修理・保守サービス,
154,株式会社江電社,company_info.html?id=203,横浜市鶴見区上末吉5-27-7,電気工事・ガス,,http://www.ko-den.co.jp,電気工事・ガス,電気工事業、電気通信工事業,
155,株式会社港南植木ガーデン,company_info.html?id=314,横浜市港南区港南三丁目15-6,造園,,,造園,,
156,河野建設株式会社,company_info.html?id=165,横浜市港北区日吉本町2-47-27,建設,平成30年、31年と2年連続優良工事施工業者（横浜市）として表彰を受ける。 受注した仕事は顧客の満足が得られるような高品質な施工をし、お届けする、これが当社のモットーです。 1年単位の変形労働時間制に関する協定を提出していますが、令和２年４月より週休二日制に移行予定です。 年３回の長期休暇を世間と少しずらして設定しています（旅費削減・混雑緩和）。,http://kounokk.jimdo.com,建設,総合建設業 土木工事業・舗装工事業・水道施設工事業・とび・土工工事業・管工事業 給水装置工事指定店（横浜市・川崎市他） 排水設備工事指定店（横浜市・川崎市）,WLB　仕事と生活の調和　就業による経済的自立が可能で健康で豊かな生活のための時間が確保できる会社を目指しています。（グッドバランス賞　3年連続表彰） 社員のスキルアップの為に資格取得を物心両面でサポートしています。 ISO(国際標準化機構）9001：2015、14001：2015取得継続。 ４S(Speed・Safe・Sale・Step up)の実行
157,株式会社紅梅組,company_info.html?id=10,横浜市西区戸部本町36番3号,建設,私たち紅梅組は大正13年の創業以来、神奈川県下を地盤に総合建設業としての礎を築いてきました。皆様からこれまでにいただいた「信頼」は紅梅組にとって貴い財産であり、これを糧として地域・環境・福祉を柱にあらゆる事業にて KOBAI ismを発揮していきます。そして地域を愛し、地域で育まれた紅梅組だからできる企業活動を通じて、街の発展はもちろん、地域社会によりいっそう寄与していきたいと考えております。,https://www.kobai.co.jp,建設,・建築物の設計・施工業務  学校・庁舎を始めとした官公庁案件、病院・保育園等の福祉に関わる案件、マンション・事務所等の民間案件等、建築に関する業務を多岐にわたって行っております。  ・土木構造物の施工業務  道路工事・舗装工事・下水道工事等、横浜市・神奈川県等各官公庁からの発注案件を中心に業務を行っております。,当社では神奈川県、東京都の各所で地域を支えるインフラの整備等で街づくりに携わり、地域の発展に尽力しております。また、その作業所周辺で週に1度、清掃活動を一斉に行うことで地域の環境保全に取り組んでおります。 
158,港北工業株式会社,company_info.html?id=405,横浜市都筑区大熊町30番地2 村山ビル201,産業廃棄物処理,,https://kohokukogyo.net,産業廃棄物処理,公共下水道清掃・河川下水管理・道路、公園等清掃,下水道清掃車両にAEDを搭載して、地域住民の救命活動に貢献しています。
159,株式会社興友社,company_info.html?id=256,横浜市磯子区西町8番2号,電気工事・ガス,,http://www.kouyuusha.jp,電気工事・ガス,総合設備工事  設計、施工,
160,光陽機械株式会社,company_info.html?id=288,横浜市都筑区東山田町1426,建設,,,建設,公共・民間(土木・水道施設・舗装・管)工事の設計及び施工,
161,向洋電機土木株式会社,company_info.html?id=91,横浜市南区井土ヶ谷下町16番6,電気工事・ガス,,http://www.kouyo-dd.jp,電気工事・ガス,電気設備設計・施工,
162,幸和建設工業株式会社,company_info.html?id=229,横浜市戸塚区東俣野町1207-3,建設,,https://www.kowa-gp.co.jp,建設,公共施設の主に道路整備補修工事に特化したアスファルト舗装施工班を形成し主軸として取り組んでおります。 そのほか、環境アレルギーに対応したシックハウス・アレルギーケアリフォームを提唱し室内空気環境改善をおすすめするとともに、こころの癒しであるペットとの暮らしを快適にするペット共生型リフォームなどを行っています。,また有事の際の地域防災コミュニティ形成のために自助力アップと共助の輪を構築する目的で「地域貢献ラボ戸塚支部」の運営や「よこはまアレルギーラボ」の運営も行っております。 ・よこはまアレルギーラボ   https://airlife.yokohama/ ・地域貢献ラボ
163,興和工業株式会社,company_info.html?id=467,横浜市旭区中沢3丁目55-17,建設,常にお客様にとって何が最も必要かを考え対応させていただくことの重要性を全職員が共有し、お客様と十分なご相談、検討をした上で施工することを心掛け、 また、技術面では、特にみえないところや細部にこだわり、丁寧な作業に裏付けられた「興和工業らしい」施工を追求。プライドをもって作業にあたっております。結果、おかげさまで公共工事発注団体より4年連続で優良工事施工者として表彰いただいていおります。 ,https://www.kouwakougyou-k-k.com,建設,横浜市旭区で起業し今年で４5年目。 水道・空調関連工事を通じて、地域の皆様の生活に寄り添い続けることが、地域の安心・安全、そして何よりも発展につながり、また、当社の企業力アップにつながると信じ、「暮らしの中の空気と水を考える会社」をスローガンに横浜市指定給水装置工事事業者、横浜市排水設備指定工事店として、公共工事からご近所の水道・排水のトラブルまで幅広く営業しております。 ,地域密着型の営業を基本方針とし、本業内外問わず、地域にとってプラスとなる活動を継続して行っております。 ＊工事現場周辺のクリーンアップ活動（清掃やパトロール） ＊地域イベントへの寄付活動 ＊地域住民のお客様へのアフターサポート（カレンダー無料配布、工事割引券の配布等） ＊事務所の「こども110番の家」への加盟 ＊地域企業の積極的外注依頼
164,国際通信企画株式会社,company_info.html?id=64,横浜市港北区新横浜1-19-2 京浜建物第5ビル,建設,電気工事、電気通信工事会社として、小規模なものから全国案件まで対応しております。実力のある技術者がおります。,http://www.igrp.co.jp/icp,建設,本社を新横浜におき、情報通信機器及びシステムの検査、調整試験、工事、評価解析、保守運用を行っている会社です。,特に安全衛生には力をいれております。 健康管理面では水素健康管理センターの設置、ラジオ体操表彰受賞。また、厚生労働省の安全衛生優良企業の認定もいただきました。 
